table_name;header_name;is_type;of_variable;with_entry
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890438?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890495?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890502?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934153?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890474?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890487?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890448?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890437?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890355?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930118?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930001?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930122?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934392?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927465?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934330?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930481?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936503?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935016?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936522?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934642?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929538?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927534?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929388?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890219?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890201?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927412?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929648?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929498?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929708?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929372?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934622?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890415?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890431?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890186?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890534?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890540?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934166?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934727?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934619?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928559?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890386?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890423?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890545?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930482?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927844?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929868?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927710?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927533?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934909?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935730?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928635?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928426?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927655?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928631?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927658?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926352?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890384?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935721?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934834?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934623?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929429?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927840?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927920?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934618?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929911?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934156?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.933369?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934917?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927981?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928443?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930139?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928146?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928299?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930170?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890432?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890471?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890480?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890351?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890349?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936521?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890531?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890538?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928377?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890430?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935024?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890485?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890391?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890528?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890486?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928262?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927969?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930121?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930492?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930489?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930145?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934112?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927383?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927406?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890509?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890543?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890550?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934930?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890199?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929545?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930123?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930110?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929368?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930491?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927456?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928301?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929656?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929448?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929452?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929543?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929688?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.941134?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930129?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930130?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929268?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928624?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929358?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934069?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928382?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.941098?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928249?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934723?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934337?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928253?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934776?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934637?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929710?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928436?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934722?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927537?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935063?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934445?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934067?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927968?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928149?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929507?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929531?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934395?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928064?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934137?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928388?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935090?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935092?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930169?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934449?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934442?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934256?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890222?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890203?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926426?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929995?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928348?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.941079?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926408?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927889?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927873?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929397?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934262?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927973?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926427?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928641?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890385?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934260?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890511?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934775?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934066?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928308?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934438?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929566?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934276?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928433?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930012?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927408?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934281?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934336?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935022?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934641?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934729?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935088?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929647?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927662?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934624?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934768?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929744?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930108?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929689?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929898?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929852?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930179?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930146?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930109?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929847?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929064?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934766?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934770?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934167?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935059?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929311?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.933508?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926350?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934343?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936499?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934282?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929998?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929356?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936582?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934274?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890426?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890215?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930117?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929302?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929891?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890398?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890401?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934266?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929426?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934725?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.889937?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934838?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929905?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929732?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929958?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929687?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929489?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929981?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929540?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934071?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929501?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935069?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929862?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928306?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928058?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928623?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929227?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890436?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935021?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927975?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927845?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890494?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927782?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934440?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928561?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928265?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929579?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929611?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928437?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927846?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928435?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927384?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890499?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890446?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890434?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890425?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934165?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934062?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927970?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928586?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926351?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890428?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926361?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928190?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926365?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928182?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928189?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926363?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890421?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890416?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929980?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929567?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934152?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927769?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928072?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926425?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890427?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934113?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927404?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890357?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890533?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890216?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934279?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930127?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929068?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890220?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929581?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934636?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929731?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929702?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.971569?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930002?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928387?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930503?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890202?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890551?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890348?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928147?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934914?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890483?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927921?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927410?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927967?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927457?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927659?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928632?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890218?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928296?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928258?format=textfile
