table_name;header_name;is_type;of_variable;with_entry
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928560?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928261?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935066?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934065?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928442?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934341?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890475?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934154?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930081?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929228?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928075?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890420?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929724?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927699?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929727?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928185?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936500?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934912?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926411?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926405?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934628?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929373?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890535?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890388?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927717?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934072?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934126?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.941139?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927462?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936523?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936524?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927532?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934397?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928627?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934439?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926421?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890552?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890411?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890382?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890347?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890501?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890482?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890472?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928187?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890214?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890546?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890539?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890405?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.933511?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927972?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890547?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926413?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927767?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928338?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928053?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928303?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928584?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935064?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935014?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934390?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928172?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929723?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928183?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928562?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890476?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926364?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927455?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890217?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929883?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926348?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890402?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929310?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890380?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929999?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934339?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929655?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890410?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928060?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929855?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929415?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934150?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935065?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929337?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928063?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927966?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928057?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890409?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927763?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890498?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929370?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926404?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936520?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930181?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890554?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890345?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927784?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890513?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927777?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928555?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928428?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927974?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890389?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930502?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929737?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929774?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928552?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928557?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927407?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928558?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934259?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934140?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929835?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930490?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927405?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929003?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929707?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929776?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890419?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890527?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890412?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890508?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934257?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927836?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934265?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927785?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890392?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927978?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928188?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927765?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927398?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934111?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934115?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934444?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928554?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890353?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934120?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934267?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934124?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929679?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934335?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.933507?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890556?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890555?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934164?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934836?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935086?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927839?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890399?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934916?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934139?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935097?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935093?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927872?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929309?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934913?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929278?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929858?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929854?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890400?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890390?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929860?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929546?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927399?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929870?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934835?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927907?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934832?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928556?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928425?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928431?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928386?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927716?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890477?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930112?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926415?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.926412?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890406?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890532?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929884?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890418?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890479?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890489?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890408?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928385?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934070?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936579?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934068?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927849?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927783?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927531?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928252?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929848?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930193?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929338?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929407?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929547?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928637?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929577?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929653?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.930107?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929972?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927661?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934726?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929894?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929506?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890381?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.941140?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.936501?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890397?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890481?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927539?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935015?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928264?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928181?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927536?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927385?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890206?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890204?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935068?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935723?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929575?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934839?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935725?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927411?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928055?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929908?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929271?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928383?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929367?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929496?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929364?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929867?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927693?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935019?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928634?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934162?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928074?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934639?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928626?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928629?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934721?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.935018?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934724?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934123?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927463?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928375?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934393?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929432?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.890488?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929736?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934396?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934394?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928583?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928636?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928585?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.927698?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928622?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929725?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928070?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934118?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.928630?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.934908?format=textfile
NA;NA;value;download_url;https://doi.pangaea.de/10.1594/PANGAEA.929336?format=textfile
